treatment	id	game	period	choice	other_choice	session
Tournament	4	16	3	d	d	comp_1
Tournament	4	17	1	d	c	comp_1
Tournament	4	17	2	c	c	comp_1
Tournament	4	17	3	d	d	comp_1
Tournament	4	17	4	d	d	comp_1
Tournament	4	17	5	d	d	comp_1
Tournament	4	17	6	d	d	comp_1
Tournament	4	17	7	d	d	comp_1
Tournament	4	18	1	c	c	comp_1
Tournament	4	19	1	d	d	comp_1
Tournament	4	19	2	d	d	comp_1
Tournament	4	19	3	d	d	comp_1
Tournament	4	20	1	c	d	comp_1
Tournament	4	21	1	c	d	comp_1
Tournament	4	22	1	d	c	comp_1
Tournament	4	23	1	d	d	comp_1
Tournament	4	23	2	d	d	comp_1
Tournament	4	23	3	d	d	comp_1
Tournament	4	23	4	d	d	comp_1
Tournament	4	23	5	d	d	comp_1
Tournament	4	23	6	d	d	comp_1
Tournament	4	23	7	d	d	comp_1
Tournament	4	23	8	d	d	comp_1
Tournament	4	24	1	c	d	comp_1
Tournament	4	24	2	c	c	comp_1
Tournament	4	24	3	c	d	comp_1
Tournament	4	24	4	d	c	comp_1
Tournament	4	24	5	c	d	comp_1
Tournament	4	24	6	c	d	comp_1
Tournament	4	25	1	c	c	comp_1
Tournament	4	26	1	c	c	comp_1
Tournament	4	26	2	c	c	comp_1
Tournament	4	26	3	d	c	comp_1
Tournament	4	26	4	d	d	comp_1
Tournament	4	27	1	d	d	comp_1
Tournament	4	28	1	d	c	comp_1
Tournament	4	28	2	c	d	comp_1
Tournament	4	28	3	c	c	comp_1
Tournament	4	28	4	d	c	comp_1
Tournament	4	28	5	d	d	comp_1
Tournament	4	28	6	d	d	comp_1
Tournament	4	29	1	c	d	comp_1
Tournament	5	1	1	c	d	comp_1
Tournament	5	1	2	d	d	comp_1
Tournament	5	1	3	d	d	comp_1
Tournament	5	1	4	d	d	comp_1
Tournament	5	1	5	d	d	comp_1
Tournament	5	1	6	d	d	comp_1
Tournament	5	1	7	c	d	comp_1
Tournament	5	1	8	c	d	comp_1
Tournament	5	1	9	d	d	comp_1
Tournament	5	1	10	d	d	comp_1
Tournament	5	2	1	c	c	comp_1
Tournament	5	3	1	c	c	comp_1
Tournament	5	3	2	c	c	comp_1
Tournament	5	3	3	c	c	comp_1
Tournament	5	3	4	c	c	comp_1
Tournament	5	3	5	c	c	comp_1
Tournament	5	3	6	c	c	comp_1
Tournament	5	4	1	c	d	comp_1
Tournament	5	4	2	d	d	comp_1
Tournament	5	4	3	d	c	comp_1
Tournament	5	4	4	c	d	comp_1
Tournament	5	4	5	c	d	comp_1
Tournament	5	4	6	d	d	comp_1
Tournament	5	4	7	d	d	comp_1
Tournament	5	4	8	d	d	comp_1
Tournament	5	5	1	c	c	comp_1
Tournament	5	5	2	c	c	comp_1
Tournament	5	5	3	c	c	comp_1
Tournament	5	5	4	c	c	comp_1
Tournament	5	6	1	d	c	comp_1
Tournament	5	6	2	d	c	comp_1
Tournament	5	7	1	c	c	comp_1
Tournament	5	8	1	c	d	comp_1
Tournament	5	8	2	d	c	comp_1
Tournament	5	8	3	d	c	comp_1
Tournament	5	8	4	d	c	comp_1
Tournament	5	8	5	d	d	comp_1
Tournament	5	9	1	c	c	comp_1
Tournament	5	9	2	c	d	comp_1
Tournament	5	9	3	d	c	comp_1
Tournament	5	9	4	d	d	comp_1
Tournament	5	10	1	c	c	comp_1
Tournament	5	10	2	c	c	comp_1
Tournament	5	10	3	c	c	comp_1
Tournament	5	10	4	c	c	comp_1
Tournament	5	10	5	c	c	comp_1
Tournament	5	10	6	c	c	comp_1
Tournament	5	11	1	c	d	comp_1
Tournament	5	11	2	d	c	comp_1
Tournament	5	11	3	d	d	comp_1
Tournament	5	11	4	d	d	comp_1
Tournament	5	11	5	d	d	comp_1
Tournament	5	12	1	c	d	comp_1
Tournament	5	13	1	c	c	comp_1
Tournament	5	14	1	c	c	comp_1
Tournament	5	14	2	c	c	comp_1
Tournament	5	14	3	c	c	comp_1
Tournament	5	14	4	c	d	comp_1
Tournament	5	15	1	c	c	comp_1
Tournament	5	16	1	c	c	comp_1
Tournament	5	16	2	c	d	comp_1
Tournament	5	16	3	d	d	comp_1
Tournament	5	17	1	c	d	comp_1
Tournament	5	17	2	d	c	comp_1
Tournament	5	17	3	d	c	comp_1
Tournament	5	17	4	d	d	comp_1
Tournament	5	17	5	d	d	comp_1
Tournament	5	17	6	d	d	comp_1
Tournament	5	17	7	c	d	comp_1
Tournament	5	18	1	c	c	comp_1
Tournament	5	19	1	c	d	comp_1
Tournament	5	19	2	d	d	comp_1
Tournament	5	19	3	d	d	comp_1
Tournament	5	20	1	c	c	comp_1
Tournament	5	21	1	c	c	comp_1
Tournament	5	22	1	c	d	comp_1
Tournament	5	23	1	c	d	comp_1
Tournament	5	23	2	d	d	comp_1
Tournament	5	23	3	d	d	comp_1
Tournament	5	23	4	d	d	comp_1
Tournament	5	23	5	d	d	comp_1
Tournament	5	23	6	d	d	comp_1
Tournament	5	23	7	d	d	comp_1
Tournament	5	23	8	d	d	comp_1
Tournament	5	24	1	c	d	comp_1
Tournament	5	24	2	d	d	comp_1
Tournament	5	24	3	d	d	comp_1
Tournament	5	24	4	d	d	comp_1
Tournament	5	24	5	d	d	comp_1
Tournament	5	24	6	d	d	comp_1
Tournament	5	25	1	c	d	comp_1
Tournament	5	26	1	c	c	comp_1
Tournament	5	26	2	c	c	comp_1
Tournament	5	26	3	c	d	comp_1
Tournament	5	26	4	d	d	comp_1
Tournament	5	27	1	c	c	comp_1
Tournament	5	28	1	c	d	comp_1
Tournament	5	28	2	d	c	comp_1
Tournament	5	28	3	d	c	comp_1
Tournament	5	28	4	d	d	comp_1
Tournament	5	28	5	d	d	comp_1
Tournament	5	28	6	d	d	comp_1
Tournament	5	29	1	c	d	comp_1
Tournament	6	1	1	c	d	comp_1
Tournament	6	1	2	d	d	comp_1
Tournament	6	1	3	d	d	comp_1
Tournament	6	1	4	d	d	comp_1
Tournament	6	1	5	d	d	comp_1
Tournament	6	1	6	d	d	comp_1
Tournament	6	1	7	d	d	comp_1
Tournament	6	1	8	d	d	comp_1
Tournament	6	1	9	d	d	comp_1
Tournament	6	1	10	d	d	comp_1
Tournament	6	2	1	c	d	comp_1
Tournament	6	3	1	d	c	comp_1
Tournament	6	3	2	c	d	comp_1
Tournament	6	3	3	c	c	comp_1
Tournament	6	3	4	c	c	comp_1
Tournament	6	3	5	c	d	comp_1
Tournament	6	3	6	d	d	comp_1
Tournament	6	4	1	d	d	comp_1
Tournament	6	4	2	d	d	comp_1
Tournament	6	4	3	d	d	comp_1
Tournament	6	4	4	d	c	comp_1
Tournament	6	4	5	c	d	comp_1
Tournament	6	4	6	c	d	comp_1
Tournament	6	4	7	d	d	comp_1
Tournament	6	4	8	d	d	comp_1
Tournament	6	5	1	c	d	comp_1
Tournament	6	5	2	d	d	comp_1
Tournament	6	5	3	d	d	comp_1
Tournament	6	5	4	d	d	comp_1
Tournament	6	6	1	d	c	comp_1
Tournament	6	6	2	d	d	comp_1
Tournament	6	7	1	d	d	comp_1
Tournament	6	8	1	d	c	comp_1
Tournament	6	8	2	d	d	comp_1
Tournament	6	8	3	d	d	comp_1
Tournament	6	8	4	c	d	comp_1
Tournament	6	8	5	c	d	comp_1
Tournament	6	9	1	d	d	comp_1
Tournament	6	9	2	d	d	comp_1
Tournament	6	9	3	d	d	comp_1
Tournament	6	9	4	d	d	comp_1
Tournament	6	10	1	d	c	comp_1
Tournament	6	10	2	c	d	comp_1
Tournament	6	10	3	d	c	comp_1
Tournament	6	10	4	c	d	comp_1
Tournament	6	10	5	c	c	comp_1
Tournament	6	10	6	c	d	comp_1
Tournament	6	11	1	d	c	comp_1
Tournament	6	11	2	c	d	comp_1
Tournament	6	11	3	d	d	comp_1
Tournament	6	11	4	d	d	comp_1
Tournament	6	11	5	d	d	comp_1
Tournament	6	12	1	c	d	comp_1
Tournament	6	13	1	d	c	comp_1
Tournament	6	14	1	d	d	comp_1
Tournament	6	14	2	d	d	comp_1
Tournament	6	14	3	d	d	comp_1
Tournament	6	14	4	d	d	comp_1
Tournament	6	15	1	c	c	comp_1
Tournament	6	16	1	c	d	comp_1
Tournament	6	16	2	d	d	comp_1
Tournament	6	16	3	d	c	comp_1
Tournament	6	17	1	d	c	comp_1
Tournament	6	17	2	d	c	comp_1
Tournament	6	17	3	d	c	comp_1
Tournament	6	17	4	d	c	comp_1
Tournament	6	17	5	d	d	comp_1
Tournament	6	17	6	d	c	comp_1
Tournament	6	17	7	d	c	comp_1
Tournament	6	18	1	d	c	comp_1
Tournament	6	19	1	d	c	comp_1
Tournament	6	19	2	d	d	comp_1
Tournament	6	19	3	d	d	comp_1
Tournament	6	20	1	c	d	comp_1
Tournament	6	21	1	c	d	comp_1
Tournament	6	22	1	d	d	comp_1
Tournament	6	23	1	d	c	comp_1
Tournament	6	23	2	d	d	comp_1
Tournament	6	23	3	d	d	comp_1
Tournament	6	23	4	d	d	comp_1
Tournament	6	23	5	d	d	comp_1
Tournament	6	23	6	d	d	comp_1
Tournament	6	23	7	d	d	comp_1
Tournament	6	23	8	d	d	comp_1
Tournament	6	24	1	d	d	comp_1
Tournament	6	24	2	d	d	comp_1
Tournament	6	24	3	d	d	comp_1
Tournament	6	24	4	d	d	comp_1
Tournament	6	24	5	d	d	comp_1
Tournament	6	24	6	d	d	comp_1
Tournament	6	25	1	c	c	comp_1
Tournament	6	26	1	d	d	comp_1
Tournament	6	26	2	d	c	comp_1
Tournament	6	26	3	d	d	comp_1
Tournament	6	26	4	d	d	comp_1
Tournament	6	27	1	d	d	comp_1
Tournament	6	28	1	d	c	comp_1
Tournament	6	28	2	d	d	comp_1
Tournament	6	28	3	d	d	comp_1
Tournament	6	28	4	d	d	comp_1
Tournament	6	28	5	c	d	comp_1
Tournament	6	28	6	d	c	comp_1
Tournament	6	29	1	d	c	comp_1
Tournament	7	1	1	d	c	comp_1
Tournament	7	1	2	d	d	comp_1
Tournament	7	1	3	d	c	comp_1
Tournament	7	1	4	d	c	comp_1
Tournament	7	1	5	d	d	comp_1
Tournament	7	1	6	d	d	comp_1
Tournament	7	1	7	d	d	comp_1
Tournament	7	1	8	d	d	comp_1
Tournament	7	1	9	d	d	comp_1
Tournament	7	1	10	c	d	comp_1
Tournament	7	2	1	c	c	comp_1
Tournament	7	3	1	c	c	comp_1
Tournament	7	3	2	c	c	comp_1
Tournament	7	3	3	d	d	comp_1
Tournament	7	3	4	d	d	comp_1
Tournament	7	3	5	d	d	comp_1
Tournament	7	3	6	c	c	comp_1
Tournament	7	4	1	d	c	comp_1
Tournament	7	4	2	d	d	comp_1
Tournament	7	4	3	c	d	comp_1
Tournament	7	4	4	d	d	comp_1
Tournament	7	4	5	d	d	comp_1
Tournament	7	4	6	d	d	comp_1
Tournament	7	4	7	c	d	comp_1
Tournament	7	4	8	c	d	comp_1
Tournament	7	5	1	c	d	comp_1
Tournament	7	5	2	d	d	comp_1
Tournament	7	5	3	d	d	comp_1
Tournament	7	5	4	d	d	comp_1
Tournament	7	6	1	c	d	comp_1
Tournament	7	6	2	d	d	comp_1
Tournament	7	7	1	d	c	comp_1
Tournament	7	8	1	d	d	comp_1
Tournament	7	8	2	d	d	comp_1
Tournament	7	8	3	d	d	comp_1
Tournament	7	8	4	d	d	comp_1
Tournament	7	8	5	d	d	comp_1
Tournament	7	9	1	d	c	comp_1
Tournament	7	9	2	d	c	comp_1
Tournament	7	9	3	d	c	comp_1
Tournament	7	9	4	d	c	comp_1
Tournament	7	10	1	d	c	comp_1
Tournament	7	10	2	d	c	comp_1
Tournament	7	10	3	d	d	comp_1
Tournament	7	10	4	c	d	comp_1
Tournament	7	10	5	c	d	comp_1
Tournament	7	10	6	d	d	comp_1
Tournament	7	11	1	d	d	comp_1
Tournament	7	11	2	d	d	comp_1
Tournament	7	11	3	c	d	comp_1
Tournament	7	11	4	c	c	comp_1
Tournament	7	11	5	d	d	comp_1
Tournament	7	12	1	d	d	comp_1
Tournament	7	13	1	c	d	comp_1
Tournament	7	14	1	c	d	comp_1
Tournament	7	14	2	c	c	comp_1
Tournament	7	14	3	d	d	comp_1
Tournament	7	14	4	d	c	comp_1
Tournament	7	15	1	d	d	comp_1
Tournament	7	16	1	d	d	comp_1
Tournament	7	16	2	c	d	comp_1
Tournament	7	16	3	c	d	comp_1
Tournament	7	17	1	d	d	comp_1
Tournament	7	17	2	c	d	comp_1
Tournament	7	17	3	c	c	comp_1
Tournament	7	17	4	d	d	comp_1
Tournament	7	17	5	c	d	comp_1
Tournament	7	17	6	c	d	comp_1
Tournament	7	17	7	d	d	comp_1
Tournament	7	18	1	d	c	comp_1
Tournament	7	19	1	d	c	comp_1
Tournament	7	19	2	d	d	comp_1
Tournament	7	19	3	c	d	comp_1
Tournament	7	20	1	d	c	comp_1
Tournament	7	21	1	d	c	comp_1
Tournament	7	22	1	d	d	comp_1
Tournament	7	23	1	c	c	comp_1
Tournament	7	23	2	c	c	comp_1
Tournament	7	23	3	c	c	comp_1
Tournament	7	23	4	c	c	comp_1
Tournament	7	23	5	c	d	comp_1
Tournament	7	23	6	c	c	comp_1
Tournament	7	23	7	d	c	comp_1
Tournament	7	23	8	d	c	comp_1
Tournament	7	24	1	c	c	comp_1
Tournament	7	24	2	c	c	comp_1
Tournament	7	24	3	c	c	comp_1
Tournament	7	24	4	d	c	comp_1
Tournament	7	24	5	d	d	comp_1
Tournament	7	24	6	c	d	comp_1
Tournament	7	25	1	c	c	comp_1
Tournament	7	26	1	c	c	comp_1
Tournament	7	26	2	c	c	comp_1
Tournament	7	26	3	c	c	comp_1
Tournament	7	26	4	c	c	comp_1
Tournament	7	27	1	c	c	comp_1
Tournament	7	28	1	c	d	comp_1
Tournament	7	28	2	c	c	comp_1
Tournament	7	28	3	c	d	comp_1
Tournament	7	28	4	c	d	comp_1
Tournament	7	28	5	d	d	comp_1
Tournament	7	28	6	d	c	comp_1
Tournament	7	29	1	d	c	comp_1
Tournament	8	1	1	d	c	comp_1
Tournament	8	1	2	d	d	comp_1
Tournament	8	1	3	d	d	comp_1
Tournament	8	1	4	d	d	comp_1
Tournament	8	1	5	d	d	comp_1
Tournament	8	1	6	d	d	comp_1
Tournament	8	1	7	d	d	comp_1
Tournament	8	1	8	d	d	comp_1
Tournament	8	1	9	d	d	comp_1
Tournament	8	1	10	d	d	comp_1
Tournament	8	2	1	c	c	comp_1
Tournament	8	3	1	c	d	comp_1
Tournament	8	3	2	c	d	comp_1
Tournament	8	3	3	d	d	comp_1
Tournament	8	3	4	d	d	comp_1
Tournament	8	3	5	d	d	comp_1
Tournament	8	3	6	d	d	comp_1
Tournament	8	4	1	c	c	comp_1
Tournament	8	4	2	c	c	comp_1
Tournament	8	4	3	c	c	comp_1
Tournament	8	4	4	c	c	comp_1
Tournament	8	4	5	c	c	comp_1
Tournament	8	4	6	c	c	comp_1
Tournament	8	4	7	c	c	comp_1
Tournament	8	4	8	c	c	comp_1
Tournament	8	5	1	c	c	comp_1
Tournament	8	5	2	c	c	comp_1
Tournament	8	5	3	c	c	comp_1
Tournament	8	5	4	c	c	comp_1
Tournament	8	6	1	c	c	comp_1
Tournament	8	6	2	c	c	comp_1
Tournament	8	7	1	c	d	comp_1
Tournament	8	8	1	c	c	comp_1
Tournament	8	8	2	c	d	comp_1
Tournament	8	8	3	d	d	comp_1
Tournament	8	8	4	d	d	comp_1
Tournament	8	8	5	d	d	comp_1
Tournament	8	9	1	c	c	comp_1
Tournament	8	9	2	c	c	comp_1
Tournament	8	9	3	c	d	comp_1
Tournament	8	9	4	c	d	comp_1
Tournament	8	10	1	c	d	comp_1
Tournament	8	10	2	d	d	comp_1
Tournament	8	10	3	d	c	comp_1
Tournament	8	10	4	d	d	comp_1
Tournament	8	10	5	d	c	comp_1
Tournament	8	10	6	d	d	comp_1
Tournament	8	11	1	c	c	comp_1
Tournament	8	11	2	c	c	comp_1
Tournament	8	11	3	c	c	comp_1
Tournament	8	11	4	c	c	comp_1
Tournament	8	11	5	c	c	comp_1
Tournament	8	12	1	c	c	comp_1
Tournament	8	13	1	c	c	comp_1
Tournament	8	14	1	c	c	comp_1
Tournament	8	14	2	c	c	comp_1
Tournament	8	14	3	c	d	comp_1
Tournament	8	14	4	d	d	comp_1
Tournament	8	15	1	c	c	comp_1
Tournament	8	16	1	c	d	comp_1
Tournament	8	16	2	d	d	comp_1
Tournament	8	16	3	d	d	comp_1
Tournament	8	17	1	c	c	comp_1
Tournament	8	17	2	c	c	comp_1
Tournament	8	17	3	c	c	comp_1
Tournament	8	17	4	c	c	comp_1
Tournament	8	17	5	d	c	comp_1
Tournament	8	17	6	d	d	comp_1
Tournament	8	17	7	d	d	comp_1
Tournament	8	18	1	c	d	comp_1
Tournament	8	19	1	c	d	comp_1
Tournament	8	19	2	d	c	comp_1
Tournament	8	19	3	d	d	comp_1
Tournament	8	20	1	c	c	comp_1
Tournament	8	21	1	c	d	comp_1
Tournament	8	22	1	d	d	comp_1
Tournament	8	23	1	d	c	comp_1
Tournament	8	23	2	d	d	comp_1
Tournament	8	23	3	d	d	comp_1
Tournament	8	23	4	d	d	comp_1
Tournament	8	23	5	d	d	comp_1
Tournament	8	23	6	d	d	comp_1
Tournament	8	23	7	d	d	comp_1
Tournament	8	23	8	d	d	comp_1
Tournament	8	24	1	c	d	comp_1
Tournament	8	24	2	d	c	comp_1
Tournament	8	24	3	d	c	comp_1
Tournament	8	24	4	d	d	comp_1
Tournament	8	24	5	d	d	comp_1
Tournament	8	24	6	d	d	comp_1
Tournament	8	25	1	c	c	comp_1
Tournament	8	26	1	c	c	comp_1
Tournament	8	26	2	c	c	comp_1
Tournament	8	26	3	c	c	comp_1
Tournament	8	26	4	c	c	comp_1
Tournament	8	27	1	c	c	comp_1
Tournament	8	28	1	c	d	comp_1
Tournament	8	28	2	d	c	comp_1
Tournament	8	28	3	c	c	comp_1
Tournament	8	28	4	c	c	comp_1
Tournament	8	28	5	c	c	comp_1
Tournament	8	28	6	d	c	comp_1
Tournament	8	29	1	c	d	comp_1
Tournament	9	1	1	d	c	comp_1
Tournament	9	1	2	d	c	comp_1
Tournament	9	1	3	d	d	comp_1
Tournament	9	1	4	c	d	comp_1
Tournament	9	1	5	d	d	comp_1
Tournament	9	1	6	d	c	comp_1
Tournament	9	1	7	d	d	comp_1
Tournament	9	1	8	d	d	comp_1
Tournament	9	1	9	d	d	comp_1
Tournament	9	1	10	d	c	comp_1
Tournament	9	2	1	d	c	comp_1
Tournament	9	3	1	c	c	comp_1
Tournament	9	3	2	c	c	comp_1
Tournament	9	3	3	c	c	comp_1
Tournament	9	3	4	c	c	comp_1
Tournament	9	3	5	c	c	comp_1
Tournament	9	3	6	c	c	comp_1
Tournament	9	4	1	c	c	comp_1
Tournament	9	4	2	d	d	comp_1
Tournament	9	4	3	d	d	comp_1
Tournament	9	4	4	c	c	comp_1
Tournament	9	4	5	d	d	comp_1
Tournament	9	4	6	d	d	comp_1
Tournament	9	4	7	d	c	comp_1
Tournament	9	4	8	d	d	comp_1
Tournament	9	5	1	d	d	comp_1
Tournament	9	5	2	c	d	comp_1
Tournament	9	5	3	d	d	comp_1
Tournament	9	5	4	d	d	comp_1
Tournament	9	6	1	d	c	comp_1
Tournament	9	6	2	d	d	comp_1
Tournament	9	7	1	d	c	comp_1
Tournament	9	8	1	d	d	comp_1
Tournament	9	8	2	d	d	comp_1
Tournament	9	8	3	c	d	comp_1
Tournament	9	8	4	c	d	comp_1
Tournament	9	8	5	c	d	comp_1
Tournament	9	9	1	c	d	comp_1
Tournament	9	9	2	c	d	comp_1
Tournament	9	9	3	c	d	comp_1
Tournament	9	9	4	c	d	comp_1
Tournament	9	10	1	d	c	comp_1
Tournament	9	10	2	d	d	comp_1
Tournament	9	10	3	c	d	comp_1
Tournament	9	10	4	d	d	comp_1
Tournament	9	10	5	c	d	comp_1
Tournament	9	10	6	d	d	comp_1
Tournament	9	11	1	c	d	comp_1
Tournament	9	11	2	d	c	comp_1
Tournament	9	11	3	c	d	comp_1
Tournament	9	11	4	d	c	comp_1
Tournament	9	11	5	c	d	comp_1
Tournament	9	12	1	d	c	comp_1
Tournament	9	13	1	c	d	comp_1
Tournament	9	14	1	d	d	comp_1
Tournament	9	14	2	c	c	comp_1
Tournament	9	14	3	c	d	comp_1
Tournament	9	14	4	d	c	comp_1
Tournament	9	15	1	c	d	comp_1
Tournament	9	16	1	d	c	comp_1
Tournament	9	16	2	d	d	comp_1
Tournament	9	16	3	d	d	comp_1
Tournament	9	17	1	d	d	comp_1
Tournament	9	17	2	c	d	comp_1
Tournament	9	17	3	d	c	comp_1
Tournament	9	17	4	c	d	comp_1
Tournament	9	17	5	d	c	comp_1
Tournament	9	17	6	c	d	comp_1
Tournament	9	17	7	d	c	comp_1
Tournament	9	18	1	c	d	comp_1
Tournament	9	19	1	d	c	comp_1
Tournament	9	19	2	c	d	comp_1
Tournament	9	19	3	d	d	comp_1
Tournament	9	20	1	c	c	comp_1
Tournament	9	21	1	d	c	comp_1
Tournament	9	22	1	c	d	comp_1
Tournament	9	23	1	d	c	comp_1
Tournament	9	23	2	c	d	comp_1
Tournament	9	23	3	d	c	comp_1
Tournament	9	23	4	c	d	comp_1
Tournament	9	23	5	d	c	comp_1
Tournament	9	23	6	c	d	comp_1
Tournament	9	23	7	d	c	comp_1
Tournament	9	23	8	c	d	comp_1
Tournament	9	24	1	c	d	comp_1
Tournament	9	24	2	d	c	comp_1
Tournament	9	24	3	c	d	comp_1
Tournament	9	24	4	d	c	comp_1
Tournament	9	24	5	c	d	comp_1
Tournament	9	24	6	d	c	comp_1
Tournament	9	25	1	c	c	comp_1
Tournament	9	26	1	c	c	comp_1
Tournament	9	26	2	c	c	comp_1
Tournament	9	26	3	d	c	comp_1
Tournament	9	26	4	c	c	comp_1
Tournament	9	27	1	d	d	comp_1
Tournament	9	28	1	c	c	comp_1
Tournament	9	28	2	d	c	comp_1
Tournament	9	28	3	c	c	comp_1
Tournament	9	28	4	d	c	comp_1
Tournament	9	28	5	d	d	comp_1
Tournament	9	28	6	d	c	comp_1
Tournament	9	29	1	d	c	comp_1
Tournament	10	1	1	c	c	comp_1
Tournament	10	1	2	d	d	comp_1
Tournament	10	1	3	c	d	comp_1
Tournament	10	1	4	c	d	comp_1
Tournament	10	1	5	d	d	comp_1
Tournament	10	1	6	d	d	comp_1
Tournament	10	1	7	c	d	comp_1
Tournament	10	1	8	c	d	comp_1
Tournament	10	1	9	d	d	comp_1
Tournament	10	1	10	d	d	comp_1
Tournament	10	2	1	d	c	comp_1
Tournament	10	3	1	c	c	comp_1
Tournament	10	3	2	c	c	comp_1
Tournament	10	3	3	c	c	comp_1
Tournament	10	3	4	c	c	comp_1
Tournament	10	3	5	c	c	comp_1
Tournament	10	3	6	c	c	comp_1
Tournament	10	4	1	c	c	comp_1
Tournament	10	4	2	c	c	comp_1
Tournament	10	4	3	c	c	comp_1
Tournament	10	4	4	c	c	comp_1
Tournament	10	4	5	c	c	comp_1
Tournament	10	4	6	c	c	comp_1
Tournament	10	4	7	c	c	comp_1
Tournament	10	4	8	c	c	comp_1
Tournament	10	5	1	d	c	comp_1
Tournament	10	5	2	d	d	comp_1
Tournament	10	5	3	d	d	comp_1
Tournament	10	5	4	c	d	comp_1
Tournament	10	6	1	c	c	comp_1
Tournament	10	6	2	c	d	comp_1
Tournament	10	7	1	c	d	comp_1
Tournament	10	8	1	d	c	comp_1
Tournament	10	8	2	c	d	comp_1
Tournament	10	8	3	c	d	comp_1
Tournament	10	8	4	c	d	comp_1
Tournament	10	8	5	d	d	comp_1
Tournament	10	9	1	c	c	comp_1
Tournament	10	9	2	d	c	comp_1
Tournament	10	9	3	c	d	comp_1
Tournament	10	9	4	c	c	comp_1
Tournament	10	10	1	c	d	comp_1
Tournament	10	10	2	c	c	comp_1
Tournament	10	10	3	c	c	comp_1
Tournament	10	10	4	c	c	comp_1
Tournament	10	10	5	c	c	comp_1
Tournament	10	10	6	c	d	comp_1
Tournament	10	11	1	c	c	comp_1
Tournament	10	11	2	d	c	comp_1
Tournament	10	11	3	c	d	comp_1
Tournament	10	11	4	c	d	comp_1
Tournament	10	11	5	c	d	comp_1
Tournament	10	12	1	c	c	comp_1
Tournament	10	13	1	c	c	comp_1
Tournament	10	14	1	c	d	comp_1
Tournament	10	14	2	c	c	comp_1
Tournament	10	14	3	c	c	comp_1
Tournament	10	14	4	c	c	comp_1
Tournament	10	15	1	c	d	comp_1
Tournament	10	16	1	d	c	comp_1
Tournament	10	16	2	d	d	comp_1
Tournament	10	16	3	c	d	comp_1
Tournament	10	17	1	c	d	comp_1
Tournament	10	17	2	c	d	comp_1
Tournament	10	17	3	c	d	comp_1
Tournament	10	17	4	c	d	comp_1
Tournament	10	17	5	d	d	comp_1
Tournament	10	17	6	c	d	comp_1
Tournament	10	17	7	c	d	comp_1
Tournament	10	18	1	c	d	comp_1
Tournament	10	19	1	c	c	comp_1
Tournament	10	19	2	c	d	comp_1
Tournament	10	19	3	d	c	comp_1
Tournament	10	20	1	c	c	comp_1
Tournament	10	21	1	c	c	comp_1
Tournament	10	22	1	c	d	comp_1
Tournament	10	23	1	c	c	comp_1
Tournament	10	23	2	c	c	comp_1
Tournament	10	23	3	c	c	comp_1
Tournament	10	23	4	c	c	comp_1
Tournament	10	23	5	d	c	comp_1
Tournament	10	23	6	c	c	comp_1
Tournament	10	23	7	c	d	comp_1
Tournament	10	23	8	c	d	comp_1
Tournament	10	24	1	c	d	comp_1
Tournament	10	24	2	c	c	comp_1
Tournament	10	24	3	d	c	comp_1
Tournament	10	24	4	d	c	comp_1
Tournament	10	24	5	c	c	comp_1
Tournament	10	24	6	c	c	comp_1
Tournament	10	25	1	d	d	comp_1
Tournament	10	26	1	c	c	comp_1
Tournament	10	26	2	c	c	comp_1
Tournament	10	26	3	c	c	comp_1
Tournament	10	26	4	c	c	comp_1
Tournament	10	27	1	c	c	comp_1
Tournament	10	28	1	c	c	comp_1
Tournament	10	28	2	c	d	comp_1
Tournament	10	28	3	c	c	comp_1
Tournament	10	28	4	c	d	comp_1
Tournament	10	28	5	d	d	comp_1
Tournament	10	28	6	c	d	comp_1
Tournament	10	29	1	c	c	comp_1
Tournament	11	1	1	c	c	comp_1
Tournament	11	1	2	d	d	comp_1
Tournament	11	1	3	d	c	comp_1
Tournament	11	1	4	d	c	comp_1
Tournament	11	1	5	d	d	comp_1
Tournament	11	1	6	d	d	comp_1
Tournament	11	1	7	d	c	comp_1
Tournament	11	1	8	d	c	comp_1
Tournament	11	1	9	d	d	comp_1
Tournament	11	1	10	d	d	comp_1
Tournament	11	2	1	d	c	comp_1
Tournament	11	3	1	d	c	comp_1
Tournament	11	3	2	d	d	comp_1
Tournament	11	3	3	d	d	comp_1
Tournament	11	3	4	d	d	comp_1
Tournament	11	3	5	d	d	comp_1
Tournament	11	3	6	d	d	comp_1
Tournament	11	4	1	d	d	comp_1
Tournament	11	4	2	d	d	comp_1
Tournament	11	4	3	d	d	comp_1
Tournament	11	4	4	c	d	comp_1
Tournament	11	4	5	d	c	comp_1
Tournament	11	4	6	d	c	comp_1
Tournament	11	4	7	d	d	comp_1
Tournament	11	4	8	d	d	comp_1
Tournament	11	5	1	c	d	comp_1
Tournament	11	5	2	d	d	comp_1
Tournament	11	5	3	d	d	comp_1
Tournament	11	5	4	d	c	comp_1
Tournament	11	6	1	d	c	comp_1
Tournament	11	6	2	d	d	comp_1
Tournament	11	7	1	c	d	comp_1
Tournament	11	8	1	d	d	comp_1
Tournament	11	8	2	d	d	comp_1
Tournament	11	8	3	d	c	comp_1
Tournament	11	8	4	d	c	comp_1
Tournament	11	8	5	d	c	comp_1
Tournament	11	9	1	d	d	comp_1
Tournament	11	9	2	d	d	comp_1
